RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
3393,25/04/2020 13:15,week 4,1,60,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Somewhat unwilling,Always,Frequently,Rarely,Always,Always,Not at all,Always,Always,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,8,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.805491713,Male,53,Saxony,1,0,Full time employment,4, , , , 
3394,25/04/2020 13:15,week 4,1,1,1, , , , , , , , , , , , ,No,Somewhat difficult,Very willing,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,0.926168445,Female,26,Bavaria,1,0,Full time employment,5, , , , 
3395,25/04/2020 15:27,week 4,0,0,1, , , , , , , , , , , , ,No,Very easy,Very willing,Always,Always,Sometimes,Always,Frequently,Not at all,Always,Always,Rarely, ,Sometimes,Always,Always,Always,Always,Not at all,Not at all,Not at all,Sometimes,Rarely,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__, , , , , , , , , , , , , , , ,1.330675844,Male,27,Lower Saxony,1,0,Full time employment,6, , , , 
3396,25/04/2020 23:42,week 4,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Frequently,Sometimes,Frequently,Not at all,Not at all,Not at all,Rarely,Not at all, ,Not at all,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Frequently,Not at all,Sometimes,Sometimes,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Arbeit,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.996346754,Male,36,North Rhine-Westphalia,2,0,Full time employment,8, , , , 
3397,25/04/2020 13:41,week 4,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Somewhat willing,Frequently,Frequently,Not at all,Always,Always,Rarely,Always,Always,Always, ,Frequently,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Sometimes,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__, , , , , , , , , , , , , , , ,1.2981477,Male,25,Bavaria,4,0,Full time employment,7, , , , 
3398,25/04/2020 14:03,week 4,0,5,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Somewhat willing,Not at all,Frequently,Always,Sometimes,Always,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,6,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Softwareentwicklung,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.477902614,Male,32,Baden-Wurttemberg,1,0,Full time employment,9, , , , 
3399,25/04/2020 14:04,week 4,1,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Rarely,Frequently,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,IT Dienstleistungen,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.029850136,Male,52,Lower Saxony,1,0,Full time employment,7, , , , 
3400,25/04/2020 14:10,week 4,1,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Very willing,Always,Always,Frequently,Sometimes,Always,Sometimes,Always,Always,Always, ,Not at all,Always,Always,Always,Always,Rarely,Not at all,Rarely,Frequently,Always,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Banken,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.996346754,Male,43,North Rhine-Westphalia,2,0,Full time employment,9, , , , 
3401,25/04/2020 14:12,week 4,1,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Frequently, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.14379337,Male,50,Baden-Wurttemberg,2,0,Full time employment,8, , , , 
3402,25/04/2020 14:16,week 4,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Not at all,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.004675625,Male,49,Bavaria,4,2,Full time employment,8, , , , 
3403,25/04/2020 14:17,week 4,1,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Neither willing nor unwilling,Always,Frequently,Rarely,Sometimes,Always,Rarely,Always,Always, , ,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Rarely,Sometimes,Frequently,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.762123492,Male,42,Saxony-Anhalt,1,0,Unemployed,2, , , , 
3404,25/04/2020 14:20,week 4,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Rarely,Frequently,Rarely,Rarely,Always,Frequently,Always,Always,Frequently, ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Bank,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.818794353,Male,55,Schleswig-Holstein,2,0,Full time employment,7, , , , 
3405,25/04/2020 14:20,week 4,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.899917793,Male,68,North Rhine-Westphalia,2,0,Retired,4, , , , 
3406,25/04/2020 14:22,week 4,2,10,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Always,Rarely,Rarely,Always,Rarely,Not at all,Rarely,Sometimes, ,Always,Always,Rarely,Rarely,Not at all,Rarely,Rarely,Rarely,Rarely,Rarely,5,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.585257174,Male,51,Saarland,1,0,Full time employment,8, , , , 
3407,25/04/2020 14:22,week 4,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always, , ,Sometimes,Always,Always,Always,Always,Rarely,Not at all,Not at all,Not at all,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,0.866998939,Female,43,North Rhine-Westphalia,1,0,Not working,5, , , , 
3408,25/04/2020 14:22,week 4,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Frequently,Rarely,Not at all,Always,Always,Not at all,Always, , ,Not at all,Always,Always,Always,Always,Frequently,Always,Frequently,Not at all,Not at all,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,0.962466354,Male,55,Bavaria,1,0,Retired,3, , , , 
3409,25/04/2020 14:22,week 4,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Very unwilling,Not at all,Always,Not at all,Always,Always,Always,Always,Not at all,Not at all,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Küche,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.055657391,Female,44,Baden-Wurttemberg,3,1,Part time employment,10, , , , 
3410,25/04/2020 14:27,week 4,30,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Not at all,Always,Always,Frequently,Always,Rarely,Always,Always, , ,Always,Frequently,Always,Always,Frequently,Rarely,Not at all,Not at all,Sometimes,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.872680596,Male,64,Berlin,1,0,Retired,6, , , , 
3411,25/04/2020 14:27,week 4,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Rarely,Sometimes,Frequently,Frequently,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0.785238957,Female,60,Hamburg,2,0,Retired,7, , , , 
3412,25/04/2020 14:27,week 4,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Always,Not at all,Not at all,Always,Rarely,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.128627421,Female,53,Baden-Wurttemberg,2,0,Full time employment,8, , , , 
3413,25/04/2020 14:28,week 4,1,5,7,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,Not at all,Sometimes, ,Frequently,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Öffentlicher Dienst,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.477902614,Male,27,Baden-Wurttemberg,2,0,Full time employment,7, , , , 
3414,25/04/2020 14:31,week 4,4,2,5,"No, I have not","No, they have not",No,No,Yes,No,No,No,Yes,Always,Yes,No,Yes,Very difficult,Somewhat willing,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,6,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1.2981477,Male,34,Bavaria,2,2,Full time employment,7, , , , 
3415,25/04/2020 14:32,week 4,3,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Frequently,Rarely,Rarely,Sometimes,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Not at all,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.320141499,Female,55,Baden-Wurttemberg,4,0,Not working,8, , , , 
3416,25/04/2020 14:33,week 4,3,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Frequently,Always,Rarely,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,Always,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.718551642,Male,46,Saxony-Anhalt,4,2,Full time employment,7, , , , 
3417,25/04/2020 14:33,week 4,2,0,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes, , ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.016194999,Female,52,Lower Saxony,2,0,Retired,9, , , , 
3418,25/04/2020 14:34,week 4,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Frequently,Not at all,Rarely,Sometimes,Frequently,Sometimes,Always,Frequently,Always,Not at all,Not at all,Sometimes,Frequently,Frequently,Frequently,Frequently,Not at all,12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.879315599,Female,38,Rheinland-Pfalz,4,2,Part time employment,5, , , , 
3419,25/04/2020 14:35,week 4,0,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Always,Always,Always,Always,Rarely,Sometimes,Sometimes,Rarely, , ,Not at all,Always,Rarely,Not at all,Not at all,Sometimes,Not at all,Sometimes,Rarely,Rarely,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.675491136,Female,63,Saarland,3,0,Other,7, , , , 
3420,25/04/2020 14:36,week 4,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,25, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.100958763,Female,65,Hesse,1,0,Retired,10, , , , 
3421,25/04/2020 14:36,week 4,2,4,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Not at all,Always,Always,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Frequently,Not at all,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,1.139125653,Male,67,Thuringia,2,0,Retired,6, , , , 
3422,25/04/2020 14:36,week 4,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Sometimes,Always,Not at all,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Rarely,7,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.100958763,Female,64,Hesse,3,0,Part time employment,6, , , , 
3423,25/04/2020 14:41,week 4,1,100,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all, , ,Not at all,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0.766152092,Male,53,Bremen,2,0,Unemployed,7, , , , 
3424,25/04/2020 14:41,week 4,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Neither willing nor unwilling,Not at all,Frequently,Sometimes,Always,Not at all,Not at all,Not at all,Not at all, , ,Rarely,Not at all,Always,Not at all,Rarely,Not at all,Not at all,Frequently,Frequently,Not at all,3, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,1.08421661,Female,57,North Rhine-Westphalia,1,0,Not working,2, , , , 
3425,25/04/2020 14:43,week 4,0,1,0,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Frequently,No,No,Yes,Neither easy nor difficult,Somewhat willing,Rarely,Frequently,Rarely,Rarely,Always,Frequently,Always,Always,Always, ,Frequently,Frequently,Always,Always,Frequently,Sometimes,Not at all,Always,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.986583212,Male,58,Lower Saxony,1,0,Full time employment,6, , , , 
3426,25/04/2020 14:45,week 4,1,5,2,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Sometimes,No,Not sure,Not sure,Neither easy nor difficult,Somewhat willing,Sometimes,Frequently,Sometimes,Frequently,Frequently,Not at all,Always,Always, , ,Always,Always,Always,Always,Always,Rarely,Frequently,Not at all,Rarely,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.095739369,Male,66,Baden-Wurttemberg,2,0,Retired,8, , , , 
3427,25/04/2020 14:51,week 4,0,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Rarely,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Not at all,Always,Always,Frequently,Rarely,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.029850136,Male,46,Lower Saxony,1,0,Full time employment,4, , , , 
3428,25/04/2020 15:10,week 4,3,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently, ,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,4,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,1.231027068,Male,30,Rheinland-Pfalz,2,0,Full time employment,7, , , , 
3429,25/04/2020 15:13,week 4,2,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Always,Always,Frequently,Sometimes,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,30,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.866998939,Female,43,North Rhine-Westphalia,4,2,Full time employment,7, , , , 
3430,25/04/2020 15:17,week 4,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very difficult,Somewhat unwilling,Not at all,Frequently,Rarely,Sometimes,Not at all,Not at all,Rarely,Rarely,Always, ,Always,Sometimes,Frequently,Always,Frequently,Sometimes,Not at all,Rarely,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,0.996346754,Male,44,North Rhine-Westphalia,1,0,Full time employment,3, , , , 
3431,25/04/2020 15:17,week 4,1,80,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Not at all,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Frequently,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.139125653,Male,58,Thuringia,2,0,Full time employment,8, , , , 
3432,25/04/2020 15:18,week 4,2,4,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Not at all,Always,Always,Not at all,Always,Sometimes, , ,Always,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Not at all,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.929681063,Female,68,Saxony,2,0,Retired,7, , , , 
3433,25/04/2020 15:18,week 4,1,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Frequently,Not at all,Frequently,Not at all,Frequently,Not at all,Not at all,Not at all, ,Always,Not at all,Not at all,Not at all,Rarely,Sometimes,Not at all,Not at all,Rarely,Rarely,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0.962466354,Male,68,Bavaria,2,0,Full time employment,8, , , , 
3434,25/04/2020 15:19,week 4,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Not at all,Always,Not at all,Always,Rarely,Always,Not at all,Not at all, , ,Always,Always,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.159574815,Female,69,Bavaria,2,0,Retired,5, , , , 
3435,25/04/2020 15:19,week 4,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Rarely,Frequently,Not at all,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.065597587,Male,39,Bavaria,5,0,Full time employment,6, , , , 
3436,25/04/2020 15:21,week 4,1,0,0,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,Always,No,No,Yes,Very easy,Very willing,Always,Always,Not at all,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Sometimes,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.926928361,Female,54,North Rhine-Westphalia,2,0,Not working,6, , , , 
3437,25/04/2020 15:21,week 4,1,100,10,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Always,Always,Always,Not at all,Always,Always, , ,Always,Not at all,Always,Always,Always,Rarely,Not at all,Not at all,Always,Frequently,112, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.179969256,Male,76,Brandenburg,2,0,Retired,7, , , , 
3438,25/04/2020 15:22,week 4,0,10,1,"No, I have not", , , , , , , , , , , ,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Always,Frequently,Always,Frequently,Frequently,Always,Always,Frequently, ,Always,Frequently,Sometimes,Frequently,Frequently,Rarely,Always,Frequently,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1.004675625,Male,45,Bavaria,1,0,Full time employment,7, , , , 
3439,25/04/2020 15:23,week 4,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,1.188630689,Female,66,Lower Saxony,2,0,Retired,8, , , , 
3440,25/04/2020 15:25,week 4,0,7,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Frequently,Always,Sometimes,Always,Frequently,Sometimes,Always,Always,Sometimes, ,Always,Rarely,Always,Always,Always,Frequently,Not at all,Always,Not at all,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,IT Support,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.927259484,Female,39,Bavaria,1,0,Full time employment,7, , , , 
3441,25/04/2020 15:27,week 4,2,5,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Always,Not at all,15,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Sicherheit,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.14379337,Male,50,Baden-Wurttemberg,3,1,Full time employment,8, , , , 
3442,25/04/2020 15:28,week 4,0,1,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Not at all,Frequently,Always,Rarely,Not at all,Always,Not at all, ,Always,Always,Always,Sometimes,Frequently,Frequently,Always,Always,Not at all,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1.08421661,Female,64,North Rhine-Westphalia,1,0,Part time employment,8, , , , 
3443,25/04/2020 15:29,week 4,1,0,7,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Very unwilling,Not at all,Always,Always,Always,Not at all,Not at all,Not at all,Not at all, , ,Rarely,Rarely,Not at all,Not at all,Not at all,Always,Not at all,Always,Always,Rarely,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.899917793,Male,72,North Rhine-Westphalia,2,0,Other,5, , , , 
3444,25/04/2020 15:29,week 4,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Always,6, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.986583212,Male,65,Lower Saxony,1,0,Retired,9, , , , 
